CustomerID,Name,DOB,Gender,JoinDate,IncomeBracket,CustomerSegment,RiskScore
7946,Elakshi Varughese,09-06-75,Male,10-06-24,Middle,Corporate,0.7
7947,Darshit Rastogi,16-06-03,Male,10-08-24,Upper Middle,Digital,0.7
7948,Aniruddh Thaman,15-06-71,Female,29-01-25,Low,Priority,0.3
7949,Jivin Balan,18-10-00,Male,10-03-25,Middle,Priority,0.83
7950,Saira Bassi,08-01-83,Male,03-05-24,High,Priority,0.05
7951,Vanya Randhawa,30-08-04,Male,14-12-24,High,Digital,0.95
7952,Piya Bal,24-05-91,Female,11-06-24,High,Digital,0.38
7953,Advik Bajaj,09-03-72,Female,28-01-25,Middle,Corporate,0.07
7954,Madhav Tak,09-05-75,Female,04-04-24,Middle,Priority,0.19
7955,Taran Suri,13-05-96,Male,20-06-24,Middle,Retail,0.21
7956,Divyansh Gulati,16-10-83,Male,19-08-24,High,Priority,0.09
7957,Purab Agarwal,03-11-90,Male,18-05-24,Low,Retail,0.48
7958,Divij Sen,27-04-01,Male,10-02-25,Middle,Priority,0.65
7959,Anahita Goel,07-01-80,Male,22-08-24,Low,Retail,0.82
7960,Dhanuk Gill,11-01-71,Female,03-11-24,Upper Middle,Priority,0.69
7961,Jayesh Baral,09-06-88,Male,03-05-24,High,Priority,0.71
7962,Arnav Dash,05-02-95,Female,19-10-24,Middle,Priority,0.56
7963,Aaryahi Tara,29-10-93,Female,07-02-25,Middle,Corporate,0.97
7964,Samarth Zacharia,09-01-90,Male,04-02-25,Low,Corporate,0.56
7965,Sara Sachar,15-03-67,Male,22-07-24,Upper Middle,Digital,0.92
7966,Shray Hari,04-05-66,Female,04-10-24,Middle,Corporate,0.89
7967,Samar Chaudry,28-03-99,Male,28-07-24,High,Priority,0.66
7968,Mishti Dave,09-04-02,Female,04-03-25,Low,Corporate,0
7969,Ojas Mall,05-03-55,Male,07-04-24,Low,Retail,0.48
7970,Shamik Saxena,10-10-82,Female,11-06-24,High,Corporate,0.82
7971,Divit Srivastava,02-05-61,Male,31-07-24,Middle,Retail,0.6
7972,Kartik Sahni,15-10-56,Male,30-01-25,Upper Middle,Digital,0.96
7973,Anika Sarkar,17-08-97,Female,30-12-24,Upper Middle,Corporate,0.58
7974,Kismat Hari,05-08-84,Male,10-08-24,Upper Middle,Digital,0.25
7975,Anahi Manne,10-06-68,Male,23-01-25,Upper Middle,Digital,0.38
7976,Devansh Arya,06-06-06,Male,16-06-24,High,Priority,0.73
7977,Aarna Sarna,05-04-91,Female,28-12-24,Middle,Digital,0.48
7978,Anika Vora,13-02-70,Male,23-02-25,Middle,Corporate,0.35
7979,Jayan Chawla,15-07-64,Female,26-04-24,Low,Priority,0.34
7980,Lagan Tella,27-03-92,Male,07-04-24,Middle,Corporate,0.39
7981,Vaibhav Bhagat,15-06-82,Female,15-02-25,Low,Priority,0.38
7982,Zara Sibal,24-12-88,Female,17-02-25,Low,Retail,0.14
7983,Anya Sani,18-04-03,Male,14-02-25,Middle,Digital,0.18
7984,Shalv Dalal,12-08-69,Female,06-01-25,High,Priority,0.16
7985,Riya Sidhu,17-05-05,Male,01-12-24,Middle,Corporate,0.89
7986,Samiha Chada,13-01-06,Female,24-09-24,High,Digital,0.81
7987,Yakshit Badal,15-02-99,Female,29-09-24,Middle,Corporate,0.34
7988,Vritika Talwar,03-11-67,Female,21-01-25,Middle,Digital,0.03
7989,Jayan Dhar,17-02-85,Male,25-06-24,Upper Middle,Digital,0.74
7990,Gatik Shenoy,09-09-06,Female,20-06-24,Upper Middle,Priority,0.39
7991,Shamik Bandi,12-03-86,Female,07-02-25,High,Digital,0.43
7992,Farhan Kaul,27-01-04,Male,22-10-24,Upper Middle,Priority,0.91
7993,Farhan Comar,08-03-70,Male,31-07-24,High,Priority,0.18
7994,Kaira Dass,22-05-62,Female,27-08-24,Middle,Priority,0
7995,Neysa Arya,14-08-90,Female,09-06-24,Upper Middle,Priority,0.15
7996,Ela Soman,31-10-88,Female,04-07-24,High,Priority,0.37
7997,Nitya Sankaran,25-11-98,Female,20-10-24,Low,Priority,0.1
7998,Mehul Tandon,31-10-89,Male,30-11-24,Upper Middle,Priority,0.21
7999,Elakshi Madan,02-01-89,Female,13-03-25,Middle,Digital,0.43
8000,Diya Kibe,30-10-85,Female,22-12-24,Upper Middle,Digital,0.48
8001,Kimaya Srinivasan,19-05-96,Female,18-08-24,Low,Priority,0.31
8002,Urvi Kibe,04-02-60,Male,05-05-24,High,Retail,0.11
8003,Seher Apte,04-06-00,Female,01-12-24,Upper Middle,Digital,0.51
8004,Anvi Bassi,22-03-05,Female,15-04-24,Low,Corporate,0.92
8005,Alisha Mani,12-08-87,Female,17-08-24,High,Corporate,0.42
8006,Eshani Zacharia,19-01-86,Female,28-02-25,Upper Middle,Digital,0.37
8007,Zain Vig,07-01-97,Male,08-09-24,Upper Middle,Corporate,0.61
8008,Vanya Warrior,07-07-96,Male,22-01-25,Upper Middle,Corporate,0.5
8009,Elakshi Dhillon,21-05-56,Male,13-07-24,Low,Retail,0.91
8010,Nayantara Ramanathan,13-10-82,Female,20-05-24,Upper Middle,Digital,0.5
8011,Divit Varkey,18-07-93,Male,19-12-24,Middle,Corporate,0.62
8012,Jayant Mane,29-06-88,Male,23-09-24,Low,Corporate,0.48
8013,Jayan Dugar,19-12-91,Female,05-08-24,Upper Middle,Retail,0.25
8014,Nitara Devi,29-03-93,Female,05-03-25,Low,Priority,0.96
8015,Aaryahi Dua,20-02-80,Male,20-07-24,High,Corporate,0.67
8016,Anvi Jhaveri,11-08-76,Female,09-02-25,High,Retail,0.49
8017,Priyansh Sidhu,05-11-88,Female,14-10-24,Upper Middle,Retail,0.26
8018,Badal Khatri,02-06-60,Male,15-07-24,Low,Digital,0.93
8019,Tara Kurian,26-08-95,Female,07-10-24,High,Retail,0.25
8020,Elakshi Kant,30-01-95,Male,08-03-25,Upper Middle,Digital,0.15
8021,Vanya Basak,24-12-80,Female,26-08-24,High,Corporate,0.95
8022,Yasmin Tank,24-11-59,Male,26-04-24,Middle,Priority,0.68
8023,Anahita Atwal,24-11-71,Female,15-11-24,Low,Digital,0.61
8024,Tushar Gole,24-05-65,Male,23-10-24,Middle,Priority,0.32
8025,Vaibhav Raj,10-03-95,Female,03-06-24,Upper Middle,Retail,0.75
8026,Ishita Uppal,27-12-72,Female,28-03-25,Middle,Retail,0.63
8027,Parinaaz Andra,30-09-77,Female,25-05-24,Middle,Digital,0.9
8028,Ranbir Dora,22-01-91,Male,15-01-25,Middle,Priority,0.88
8029,Indrajit Wason,07-01-70,Female,07-05-24,Middle,Digital,0.55
8030,Vivaan Kibe,20-07-67,Male,30-06-24,High,Retail,0.35
8031,Diya Singhal,14-06-90,Male,13-04-24,Low,Priority,0.61
8032,Rasha Sheth,08-09-98,Male,10-11-24,Middle,Corporate,0.22
8033,Prerak Gala,23-06-87,Male,21-05-24,Low,Digital,0.83
8034,Nirvi Maharaj,04-05-97,Male,06-10-24,Upper Middle,Digital,0.84
8035,Madhav Agrawal,28-08-80,Female,28-10-24,High,Priority,0.18
8036,Ryan Vig,23-08-85,Female,25-02-25,High,Corporate,0
8037,Sumer Balasubramanian,29-11-05,Male,28-11-24,High,Corporate,0.83
8038,Manikya Balay,21-03-65,Male,24-09-24,High,Retail,0.54
8039,Raunak Arya,20-04-74,Male,27-05-24,Upper Middle,Digital,0.02
8040,Anay Gopal,26-10-73,Male,16-04-24,High,Retail,0.7
8041,Aaryahi Sane,05-07-59,Female,03-04-24,Middle,Corporate,0.48
8042,Ranbir Subramanian,09-10-62,Male,09-06-24,Upper Middle,Digital,0.78
8043,Ahana  Bhandari,05-12-92,Male,16-02-25,Upper Middle,Retail,0.25
8044,Mishti Sinha,24-09-83,Female,05-10-24,Upper Middle,Priority,0.43
8045,Vidur Keer,30-06-06,Male,05-06-24,Upper Middle,Retail,0.68
8046,Madhup Sachdev,03-09-90,Female,01-07-24,Middle,Corporate,0.75
8047,Nayantara Chauhan,15-11-97,Female,24-06-24,Upper Middle,Retail,0.7
8048,Arhaan Gade,09-02-92,Male,17-05-24,Middle,Priority,0.88
8049,Anahi Bhakta,23-11-87,Female,16-02-25,Middle,Corporate,0.43
8050,Pari Thaker,29-05-91,Female,27-12-24,High,Corporate,0.02
8051,Alisha Dada,19-06-80,Female,16-07-24,Low,Retail,0.11
8052,Samarth Ramakrishnan,29-06-81,Female,16-09-24,Middle,Priority,0.29
8053,Anika Loke,12-03-73,Male,05-06-24,High,Digital,0.89
8054,Renee Mallick,16-09-60,Female,13-05-24,Low,Corporate,0.44
8055,Kabir Jayaraman,01-05-86,Male,16-07-24,Middle,Retail,0.83
8056,Ritvik Bose,16-12-85,Female,02-04-24,High,Corporate,0.59
8057,Oorja Bora,29-12-98,Female,28-12-24,Upper Middle,Retail,0.95
8058,Parinaaz Acharya,17-10-95,Female,09-05-24,Low,Corporate,0.63
8059,Sahil Atwal,19-11-81,Male,07-06-24,Upper Middle,Digital,0.64
8060,Divit Ramesh,17-10-55,Male,21-09-24,Upper Middle,Retail,0.95
8061,Kashvi Desai,08-10-67,Female,21-11-24,Middle,Digital,0.65
8062,Miraya Wable,07-10-90,Male,26-11-24,Middle,Digital,0.63
8063,Vivaan Bora,26-01-62,Male,27-10-24,Middle,Retail,0.06
8064,Priyansh Madan,02-04-98,Female,06-09-24,Low,Retail,0.64
8065,Samaira Kata,05-06-80,Female,29-11-24,Low,Retail,0.5
8066,Saksham Subramanian,03-07-97,Male,27-11-24,Middle,Priority,0.49
8067,Jayan Wali,08-09-01,Male,21-04-24,High,Retail,0.47
8068,Samiha Bhavsar,25-02-89,Female,01-09-24,Low,Digital,0.6
8069,Zoya Wason,02-11-99,Male,30-07-24,High,Digital,0.02
8070,Lakshay Raval,22-04-61,Male,22-09-24,High,Retail,0.1
8071,Vritika Wagle,17-09-96,Female,17-10-24,Upper Middle,Digital,0.67
8072,Neysa Deo,23-09-02,Male,22-09-24,High,Digital,0.06
8073,Divij Mannan,01-11-57,Female,30-05-24,High,Retail,0.29
8074,Navya Sidhu,28-01-67,Female,05-03-25,Middle,Retail,0.38
8075,Nayantara Ahluwalia,27-06-66,Female,15-06-24,Middle,Retail,0.84
8076,Sumer Loke,23-08-76,Female,30-12-24,Upper Middle,Retail,0.06
8077,Krish Sarin,25-04-06,Female,25-03-25,Middle,Digital,0.38
8078,Ishita Gill,18-12-91,Female,25-10-24,Upper Middle,Corporate,0.88
8079,Miraya Sangha,27-07-96,Male,08-05-24,Upper Middle,Retail,0.96
8080,Amani Raval,14-08-66,Female,21-06-24,Middle,Retail,0.69
8081,Emir Batta,18-06-56,Female,06-08-24,Upper Middle,Retail,0.65
8082,Kashvi Grewal,06-09-64,Male,05-05-24,Middle,Retail,0.49
8083,Arhaan Gola,23-01-07,Male,29-04-24,Middle,Digital,0.74
8084,Indrajit Dugal,14-03-92,Male,17-03-25,Upper Middle,Corporate,0.53
8085,Yashvi Gola,01-09-58,Female,04-08-24,Upper Middle,Digital,0.5
8086,Adira Saran,15-11-65,Male,27-01-25,Middle,Priority,0
8087,Saira Babu,13-07-84,Female,03-08-24,High,Priority,0.14
8088,Prisha Varkey,21-08-89,Male,28-01-25,Middle,Digital,0.41
8089,Kismat Kant,06-02-96,Male,17-01-25,High,Priority,0.01
8090,Shanaya Kala,22-10-80,Male,04-09-24,Low,Priority,0.51
8091,Lagan Ramaswamy,12-09-66,Female,08-10-24,Upper Middle,Corporate,0.11
8092,Zaina Rama,13-12-65,Female,09-03-25,High,Digital,0.47
8093,Alisha Kaur,06-09-79,Male,06-07-24,Middle,Priority,0.78
8094,Miraan Batra,26-08-81,Male,08-10-24,Low,Corporate,0.98
8095,Emir Sanghvi,23-06-56,Male,05-11-24,High,Corporate,0.97
8096,Vritika Krishnan,12-01-57,Female,13-03-25,Upper Middle,Retail,0.92
8097,Anya Gola,30-04-83,Male,15-10-24,Middle,Priority,0.39
8098,Vaibhav Wali,16-05-91,Female,14-09-24,High,Corporate,0.83
8099,Anay Badami,05-03-75,Female,16-10-24,Low,Digital,0.06
8100,Eshani Sen,03-03-58,Female,28-05-24,Middle,Retail,0.67
8101,Arnav Desai,01-02-57,Female,29-10-24,Upper Middle,Retail,0.81
8102,Aradhya Sanghvi,05-08-76,Male,19-09-24,High,Corporate,0.41
8103,Jayant Sinha,23-05-71,Female,26-01-25,High,Priority,0.39
8104,Alisha Mahajan,06-10-61,Male,01-05-24,High,Digital,0.4
8105,Divyansh Gole,30-09-00,Male,29-10-24,Middle,Corporate,0.83
8106,Anya Ramanathan,06-05-88,Female,03-02-25,High,Priority,0.53
8107,Sana Das,26-04-69,Female,11-07-24,Low,Retail,0.59
8108,Ranbir Grewal,08-01-64,Male,30-07-24,High,Corporate,0.28
8109,Nitara Manda,23-12-54,Male,10-04-24,Low,Priority,0.97
8110,Tanya Chaudhuri,19-11-79,Male,03-09-24,High,Retail,0.33
8111,Damini Suri,25-08-06,Female,18-10-24,Low,Corporate,0.01
8112,Inaaya  Raval,10-04-55,Female,26-01-25,High,Digital,0.42
8113,Pihu Sanghvi,10-03-95,Male,31-05-24,Low,Corporate,0.44
8114,Gokul Bail,08-11-83,Male,21-12-24,Low,Retail,0.04
8115,Anahi Lad,21-06-01,Male,20-06-24,Low,Digital,0.32
8116,Aarush Bhargava,26-05-90,Male,18-03-25,Middle,Priority,0.04
8117,Badal Kashyap,09-08-67,Female,11-08-24,High,Corporate,0.51
8118,Badal Sem,08-10-64,Female,27-10-24,Low,Digital,0.64
8119,Jayesh Hegde,28-04-73,Male,11-08-24,Low,Digital,0.28
8120,Madhav Sarin,14-07-03,Female,23-11-24,Middle,Priority,0.33
8121,Vritika Shan,16-02-74,Male,26-04-24,Low,Digital,0.06
8122,Jayesh Ratti,22-03-96,Female,11-04-24,High,Retail,0.57
8123,Ranbir Jaggi,24-09-63,Female,17-08-24,Upper Middle,Priority,1
8124,Eva Gulati,24-10-02,Female,07-03-25,High,Corporate,0.87
8125,Indrajit Dube,08-03-83,Male,06-02-25,Middle,Priority,0.41
8126,Taimur Singh,13-11-88,Male,11-12-24,High,Digital,0.94
8127,Samaira Raval,11-02-84,Female,09-07-24,High,Corporate,0.02
8128,Indrajit Ganguly,12-04-84,Female,08-02-25,High,Priority,0.62
8129,Tarini Amble,18-07-93,Female,23-11-24,High,Retail,0.19
8130,Hazel Varma,24-05-84,Male,21-03-25,Upper Middle,Retail,0.39
8131,Ritvik Ganesh,22-10-66,Female,23-12-24,Low,Retail,0.97
8132,Kavya Baria,28-10-67,Female,10-06-24,Upper Middle,Digital,0.65
8133,Vanya Chokshi,18-10-88,Male,08-07-24,Upper Middle,Digital,0.99
8134,Ranbir Chana,18-10-96,Female,29-07-24,Middle,Retail,0.74
8135,Tiya Batta,08-06-83,Female,09-10-24,High,Priority,0.03
8136,Siya Varkey,11-08-85,Male,13-09-24,High,Retail,0.9
8137,Aarav Kata,30-12-87,Male,05-07-24,Upper Middle,Corporate,0.37
8138,Indrajit Sathe,08-01-88,Male,08-02-25,Middle,Digital,0.21
8139,Nehmat Devan,21-08-02,Male,26-06-24,Upper Middle,Corporate,0.17
8140,Mishti Sachar,15-12-64,Female,15-03-25,High,Corporate,0.57
8141,Rhea Ben,09-02-86,Female,29-11-24,Middle,Digital,0.29
8142,Armaan Golla,28-12-82,Male,24-06-24,Middle,Priority,0.86
8143,Kimaya Sekhon,24-01-03,Female,16-09-24,Middle,Retail,0.84
8144,Samar Sodhi,06-12-68,Male,09-10-24,Middle,Corporate,0.25
8145,Ishaan Sarna,02-12-70,Male,05-11-24,High,Priority,0.66
8146,Samiha Dass,31-10-75,Male,09-06-24,Upper Middle,Priority,0.98
8147,Ivana Garg,02-10-00,Male,24-01-25,Low,Digital,0.46
8148,Damini Jha,25-12-98,Female,12-06-24,Upper Middle,Priority,0.95
8149,Onkar Shere,01-10-75,Male,13-09-24,High,Priority,0.71
8150,Rania Shroff,12-07-57,Male,15-09-24,Low,Corporate,0.52
8151,Himmat Das,17-03-65,Male,12-10-24,Upper Middle,Digital,0.51
8152,Kabir Saran,11-06-05,Male,14-04-24,Low,Digital,0.88
8153,Kiaan Bhavsar,16-11-74,Male,13-12-24,Middle,Priority,0.56
8154,Uthkarsh Deep,31-12-56,Female,18-10-24,High,Retail,0.78
8155,Shalv Iyer,06-04-67,Male,26-07-24,Upper Middle,Retail,0.76
8156,Taran Sinha,02-04-76,Female,25-11-24,Low,Corporate,0.19
8157,Mishti Behl,29-06-67,Male,17-04-24,Low,Retail,0.66
8158,Fateh Varkey,07-03-68,Female,15-10-24,Low,Digital,0.35
8159,Amira Hari,12-10-63,Male,05-07-24,Middle,Corporate,0.11
8160,Azad Bajaj,01-01-73,Male,18-07-24,Low,Digital,0.65
8161,Nirvaan Sami,11-11-86,Male,26-12-24,Low,Corporate,0.25
8162,Tarini Batta,13-11-95,Female,04-03-25,High,Retail,0.85
8163,Trisha Rau,09-07-07,Male,24-03-25,Low,Digital,0.58
8164,Mannat Buch,08-06-94,Male,30-12-24,High,Priority,0.89
8165,Mehul Sane,15-03-81,Female,12-01-25,Upper Middle,Corporate,0.51
8166,Bhavin Agate,15-06-93,Male,09-10-24,Middle,Corporate,0.35
8167,Kashvi Bhagat,17-09-03,Male,11-06-24,Upper Middle,Retail,0.06
8168,Farhan Sarin,18-10-96,Female,29-04-24,Low,Priority,0.82
8169,Miraan Vohra,21-05-63,Female,16-02-25,High,Corporate,0.21
8170,Samar Tak,10-11-66,Female,29-10-24,Middle,Priority,0.82
8171,Vardaniya Lala,28-07-62,Male,01-06-24,Low,Priority,0.5
8172,Dhruv Dara,27-07-83,Female,15-02-25,High,Corporate,0.16
8173,Kashvi Malhotra,18-02-97,Male,17-04-24,Middle,Priority,0.73
8174,Inaaya  Khosla,16-06-99,Male,05-10-24,High,Priority,0.43
8175,Mamooty Divan,09-05-78,Male,21-05-24,Middle,Priority,0.23
8176,Myra Luthra,13-10-95,Female,20-03-25,Low,Corporate,0.51
8177,Sumer Jaggi,27-12-87,Female,20-10-24,Upper Middle,Digital,0.06
8178,Shaan Lad,23-04-63,Male,24-06-24,Upper Middle,Corporate,0.88
8179,Jhanvi Aurora,09-11-57,Female,18-05-24,High,Retail,0.59
8180,Gokul Kapadia,06-12-74,Male,12-03-25,Low,Corporate,0.05
8181,Sana Upadhyay,13-05-56,Male,26-08-24,Upper Middle,Priority,0.62
8182,Nirvaan Varty,06-01-84,Male,25-12-24,High,Retail,1
8183,Kavya Jayaraman,04-11-54,Male,03-07-24,High,Corporate,0.97
8184,Biju Buch,21-02-56,Male,16-12-24,Middle,Digital,0.39
8185,Nitara Varghese,12-01-74,Male,18-12-24,Upper Middle,Priority,0.24
8186,Romil Goswami,23-07-66,Male,20-03-25,High,Corporate,0.18
8187,Priyansh Aurora,19-10-55,Female,09-12-24,Low,Corporate,0.93
8188,Akarsh Bali,20-01-81,Female,15-08-24,Middle,Corporate,0.53
8189,Rohan Krish,08-08-85,Female,06-02-25,Upper Middle,Priority,0.72
8190,Hiran Kara,14-02-68,Male,21-09-24,Middle,Priority,0.06
8191,Nakul Tata,17-04-90,Male,13-12-24,High,Digital,0.4
8192,Miraya Trivedi,16-06-64,Female,15-09-24,Upper Middle,Retail,0.5
8193,Anay Chhabra,30-05-81,Female,20-06-24,High,Corporate,0.67
8194,Shayak Bhagat,24-05-80,Female,26-10-24,Low,Corporate,0.11
8195,Stuvan Deep,18-04-55,Male,15-08-24,Low,Retail,0.34
8196,Vardaniya Sridhar,24-06-91,Male,15-05-24,Middle,Corporate,0.55
8197,Rohan Kala,22-05-76,Male,28-07-24,High,Retail,0.7
8198,Onkar Bava,01-02-96,Male,29-03-25,Low,Corporate,0.32
8199,Ela Basak,27-09-90,Female,02-05-24,High,Retail,0.6
8200,Advika Kala,23-04-58,Male,27-08-24,High,Retail,0.38
8201,Myra Bhatnagar,26-05-60,Female,18-04-24,Low,Retail,0.18
8202,Rhea Gopal,16-08-94,Female,30-01-25,Low,Retail,0.49
8203,Zaina Karnik,06-09-71,Male,23-12-24,Low,Corporate,0.96
8204,Jayan Krish,24-03-64,Female,11-08-24,Middle,Corporate,0.9
8205,Shaan Kalla,20-06-59,Male,27-01-25,Low,Retail,0.71
8206,Purab Kar,07-04-75,Female,16-09-24,High,Priority,0.07
8207,Amira Kaur,02-06-63,Female,13-07-24,Upper Middle,Corporate,0.91
8208,Tara Chaudry,13-01-85,Male,11-12-24,High,Retail,0.3
8209,Kashvi Chaudry,08-09-85,Male,10-06-24,Upper Middle,Retail,0.79
8210,Anvi Sethi,24-06-88,Female,12-06-24,Low,Digital,0.56
8211,Advika Dugal,13-11-96,Female,17-10-24,Upper Middle,Corporate,0.95
8212,Anya Sabharwal,19-07-07,Female,22-04-24,High,Retail,0.99
8213,Amani Amble,26-05-03,Male,11-05-24,Low,Corporate,0.49
8214,Abram Dhawan,16-05-94,Female,14-05-24,High,Digital,0.06
8215,Mannat Mahal,27-11-95,Male,23-08-24,Low,Retail,0
8216,Kiaan Barad,17-05-77,Male,07-07-24,High,Priority,0.74
8217,Keya Uppal,21-08-64,Female,02-09-24,Middle,Priority,0.43
8218,Uthkarsh Chada,11-06-82,Male,22-10-24,Middle,Priority,0.7
8219,Nakul Venkatesh,10-01-76,Male,20-04-24,Low,Corporate,0.47
8220,Divij Brar,05-10-96,Male,30-09-24,Low,Retail,0.26
8221,Mohanlal Kant,21-04-86,Female,17-11-24,Upper Middle,Priority,0.55
8222,Saanvi Madan,11-06-78,Female,17-07-24,High,Corporate,0.7
8223,Renee Sur,10-08-99,Female,20-10-24,Middle,Digital,0.47
8224,Yuvraj  Das,28-06-87,Male,26-05-24,Middle,Priority,0.26
8225,Tara Singhal,22-11-62,Female,10-10-24,Upper Middle,Corporate,0.29
8226,Nitya Gera,23-08-84,Female,14-04-24,Upper Middle,Corporate,0.12
8227,Shalv Dhawan,22-07-06,Male,19-09-24,Middle,Retail,0.51
8228,Miraya Soni,16-10-57,Male,21-08-24,Middle,Retail,0.33
8229,Mamooty Goel,07-09-06,Male,12-12-24,Upper Middle,Digital,0.15
8230,Baiju Shukla,19-12-54,Male,13-07-24,Middle,Retail,0.85
8231,Mohanlal Thakur,29-03-81,Female,12-08-24,Low,Corporate,0.52
8232,Amira Ahuja,24-06-05,Female,06-05-24,Low,Corporate,0.2
8233,Jiya Dara,11-12-93,Male,02-05-24,High,Corporate,0.98
8234,Jayesh Basak,16-06-90,Female,10-08-24,High,Corporate,0.57
8235,Aarav Rattan,17-09-98,Male,08-03-25,High,Retail,0.99
8236,Raghav Sama,09-09-86,Female,01-10-24,Middle,Priority,0.18
8237,Amani Lad,19-07-95,Male,22-03-25,Upper Middle,Retail,0.07
8238,Adira Babu,09-02-94,Female,17-08-24,Upper Middle,Retail,0.83
8239,Veer Kata,17-06-65,Male,27-03-25,Middle,Retail,0.92
8240,Taimur Thakkar,03-01-75,Male,29-12-24,High,Retail,0.73
8241,Pranay Bajaj,23-01-78,Female,27-11-24,Middle,Retail,0.69
8242,Suhana Bala,14-06-75,Female,08-02-25,High,Retail,0.05
8243,Ritvik Bhardwaj,19-11-84,Male,02-12-24,Low,Retail,0.22
8244,Aayush Char,05-09-58,Female,04-01-25,High,Priority,0.8
8245,Prisha Dey,05-10-00,Male,31-10-24,Upper Middle,Retail,0.38
8246,Biju Loyal,26-09-98,Female,23-08-24,Upper Middle,Priority,0
8247,Lakshit Yohannan,21-09-77,Female,11-02-25,Low,Priority,0.37
8248,Darshit Bandi,02-11-73,Male,28-03-25,Upper Middle,Corporate,0.56
8249,Keya Wable,29-03-00,Female,20-12-24,Upper Middle,Digital,0.08
8250,Tiya Dani,29-03-78,Male,14-06-24,Middle,Retail,0.59
8251,Baiju Mahal,21-03-05,Male,15-07-24,Low,Corporate,0.57
8252,Nehmat Chanda,01-12-94,Male,17-02-25,High,Digital,0.83
8253,Advika Char,14-03-56,Male,22-04-24,Upper Middle,Priority,0.74
8254,Reyansh Sant,31-08-56,Female,02-02-25,High,Digital,0.86
8255,Tarini Sandal,14-11-02,Male,07-04-24,Upper Middle,Digital,0.32
8256,Biju Boase,28-12-91,Female,12-07-24,Upper Middle,Retail,0.02
8257,Ira Tella,21-09-85,Female,03-05-24,High,Corporate,0.63
8258,Devansh Desai,09-06-79,Female,10-06-24,Low,Priority,0.67
8259,Ira Chana,14-02-72,Male,19-04-24,Low,Retail,0.78
8260,Inaaya  Khare,30-10-58,Female,14-08-24,Middle,Digital,0.7
8261,Kismat Buch,05-03-03,Male,30-11-24,Upper Middle,Priority,0.6
8262,Eva Sachdeva,15-12-94,Male,07-07-24,Middle,Digital,0.91
8263,Pihu Bajwa,12-06-89,Male,20-01-25,Upper Middle,Retail,0.03
8264,Hunar Halder,25-02-68,Female,21-07-24,High,Corporate,0.85
8265,Samarth Malhotra,02-06-94,Male,08-08-24,Middle,Retail,0.54
8266,Myra Johal,12-10-64,Female,03-08-24,Middle,Retail,0.03
8267,Vidur Khurana,20-03-05,Male,27-06-24,Middle,Digital,0.11
8268,Jayesh Bawa,11-03-88,Male,25-11-24,Low,Digital,0.68
8269,Priyansh Ray,12-11-99,Female,15-10-24,Upper Middle,Corporate,0.74
8270,Armaan Khosla,07-03-96,Male,21-03-25,High,Digital,0.73
8271,Mohanlal Acharya,05-07-61,Male,05-09-24,High,Corporate,0.4
8272,Vedika Suri,31-05-65,Female,06-10-24,Low,Digital,0.22
8273,Purab Rajan,10-03-69,Male,27-10-24,Middle,Priority,0.76
8274,Miraan Dubey,16-09-63,Male,15-07-24,Low,Digital,0.81
8275,Hansh Devan,27-03-94,Female,14-08-24,Upper Middle,Retail,0.72
8276,Dishani Lad,25-08-71,Female,16-04-24,Low,Digital,0.85
8277,Samiha Ratti,28-09-85,Female,24-07-24,High,Retail,0.23
8278,Lavanya Tandon,19-08-73,Male,23-01-25,Middle,Priority,0.91
8279,Tanya Lala,23-01-81,Male,17-07-24,Low,Retail,0.78
8280,Diya Hayre,29-09-01,Female,05-06-24,Low,Priority,0.67
8281,Advika Mani,07-07-06,Female,29-09-24,Middle,Corporate,0.52
8282,Hansh Borah,27-11-82,Female,13-04-24,Upper Middle,Digital,0.61
8283,Dhanuk Rajan,05-02-01,Female,02-10-24,Low,Retail,0.01
8284,Nakul Bhattacharyya,01-02-90,Male,26-12-24,Middle,Retail,0.88
8285,Tanya Kohli,24-11-91,Female,15-10-24,Middle,Digital,0.09
8286,Nirvi Bajwa,15-11-75,Female,30-10-24,Middle,Digital,0.58
8287,Yakshit Cherian,28-01-04,Male,01-12-24,High,Retail,0.41
8288,Baiju Chakrabarti,18-10-75,Female,12-08-24,Low,Priority,0.71
8289,Kartik Mahal,04-09-84,Male,05-07-24,High,Corporate,0.27
8290,Fateh Sanghvi,05-03-05,Male,15-12-24,Low,Digital,0.45
8291,Jhanvi Lalla,20-02-77,Female,30-08-24,Middle,Priority,0.15
8292,Yuvraj  Ganesan,04-06-66,Male,14-08-24,High,Priority,0.37
8293,Keya Lata,26-04-05,Female,04-06-24,High,Priority,0.32
8294,Jivika Brahmbhatt,15-01-66,Female,28-12-24,High,Digital,0.5
8295,Gokul Kari,15-12-72,Male,04-05-24,Upper Middle,Retail,0.27
8296,Yuvaan Lata,06-11-06,Male,09-12-24,Low,Digital,0.6
8297,Nakul Chakraborty,04-11-02,Female,26-06-24,Low,Digital,0.38
8298,Aarav Chatterjee,07-09-90,Female,20-12-24,Low,Retail,0.07
8299,Shayak Goswami,13-10-89,Male,22-03-25,Upper Middle,Digital,0.03
8300,Yashvi Keer,13-01-95,Male,25-03-25,Low,Priority,0.36
8301,Yasmin Dutt,16-04-66,Female,20-12-24,Middle,Digital,0.59
